ctgov,cause,dist,parameter1,parameter2,r
NCT00168831,Other/Miscellaneous,gengamma,Q,Q,1.866e-06
NCT00168831,Protocol Violation,gengamma,mu,mu,2.095e+01
NCT00168831,Protocol Violation,gengamma,mu,sigma,-3.461e-01
NCT00168831,Protocol Violation,gengamma,mu,Q,1.600e+01
NCT00168831,Protocol Violation,gengamma,sigma,mu,-3.461e-01
NCT00168831,Protocol Violation,gengamma,sigma,sigma,3.519e-02
NCT00168831,Protocol Violation,gengamma,sigma,Q,-4.379e-01
NCT00168831,Protocol Violation,gengamma,Q,mu,1.600e+01
NCT00168831,Protocol Violation,gengamma,Q,sigma,-4.379e-01
NCT00168831,Protocol Violation,gengamma,Q,Q,1.333e+01
NCT00168831,Voluntary Withdrawal,gengamma,mu,mu,5.136e+00
NCT00168831,Voluntary Withdrawal,gengamma,mu,sigma,2.055e+00
NCT00168831,Voluntary Withdrawal,gengamma,mu,Q,-3.241e+00
NCT00168831,Voluntary Withdrawal,gengamma,sigma,mu,2.055e+00
NCT00168831,Voluntary Withdrawal,gengamma,sigma,sigma,9.624e-01
NCT00168831,Voluntary Withdrawal,gengamma,sigma,Q,-1.602e+00
NCT00168831,Voluntary Withdrawal,gengamma,Q,mu,-3.241e+00
NCT00168831,Voluntary Withdrawal,gengamma,Q,sigma,-1.602e+00
NCT00168831,Voluntary Withdrawal,gengamma,Q,Q,2.718e+00
NCT00168844,Adverse Event,gengamma,mu,mu,1.430e-01
NCT00168844,Adverse Event,gengamma,mu,sigma,7.875e-02
NCT00168844,Adverse Event,gengamma,mu,Q,-1.008e-01
NCT00168844,Adverse Event,gengamma,sigma,mu,7.875e-02
NCT00168844,Adverse Event,gengamma,sigma,sigma,1.294e-01
NCT00168844,Adverse Event,gengamma,sigma,Q,-2.305e-01
NCT00168844,Adverse Event,gengamma,Q,mu,-1.008e-01
NCT00168844,Adverse Event,gengamma,Q,sigma,-2.305e-01
NCT00168844,Adverse Event,gengamma,Q,Q,4.320e-01
NCT00168844,Lost to Follow-up,gengamma,mu,mu,7.678e+00
NCT00168844,Lost to Follow-up,gengamma,mu,sigma,1.674e+01
NCT00168844,Lost to Follow-up,gengamma,mu,Q,-2.401e+01
NCT00168844,Lost to Follow-up,gengamma,sigma,mu,1.674e+01
NCT00168844,Lost to Follow-up,gengamma,sigma,sigma,4.594e+01
NCT00168844,Lost to Follow-up,gengamma,sigma,Q,-6.692e+01
NCT00168844,Lost to Follow-up,gengamma,Q,mu,-2.401e+01
NCT00168844,Lost to Follow-up,gengamma,Q,sigma,-6.692e+01
NCT00168844,Lost to Follow-up,gengamma,Q,Q,9.758e+01
NCT00168844,Other/Miscellaneous,gengamma,mu,mu,2.421e+01
NCT00168844,Other/Miscellaneous,gengamma,mu,sigma,-1.114e-01
NCT00168844,Other/Miscellaneous,gengamma,mu,Q,3.052e+01
NCT00168844,Other/Miscellaneous,gengamma,sigma,mu,-1.114e-01
NCT00168844,Other/Miscellaneous,gengamma,sigma,sigma,3.187e-02
NCT00168844,Other/Miscellaneous,gengamma,sigma,Q,-3.686e-01
NCT00168844,Other/Miscellaneous,gengamma,Q,mu,3.052e+01
NCT00168844,Other/Miscellaneous,gengamma,Q,sigma,-3.686e-01
NCT00168844,Other/Miscellaneous,gengamma,Q,Q,4.033e+01
NCT00168844,Voluntary Withdrawal,gengamma,mu,mu,5.869e+00
NCT00168844,Voluntary Withdrawal,gengamma,mu,sigma,2.928e-01
NCT00168844,Voluntary Withdrawal,gengamma,mu,Q,6.870e+00
NCT00168844,Voluntary Withdrawal,gengamma,sigma,mu,2.928e-01
NCT00168844,Voluntary Withdrawal,gengamma,sigma,sigma,2.532e-02
NCT00168844,Voluntary Withdrawal,gengamma,sigma,Q,2.646e-01
NCT00168844,Voluntary Withdrawal,gengamma,Q,mu,6.870e+00
NCT00168844,Voluntary Withdrawal,gengamma,Q,sigma,2.646e-01
NCT00168844,Voluntary Withdrawal,gengamma,Q,Q,8.927e+00
NCT00168857,Adverse Event,gengamma,mu,mu,1.875e-01
NCT00168857,Adverse Event,gengamma,mu,sigma,-1.496e+00
NCT00168857,Adverse Event,gengamma,mu,Q,3.048e+00
NCT00168857,Adverse Event,gengamma,sigma,mu,-1.496e+00
NCT00168857,Adverse Event,gengamma,sigma,sigma,1.717e+01
NCT00168857,Adverse Event,gengamma,sigma,Q,-3.448e+01
NCT00168857,Adverse Event,gengamma,Q,mu,3.048e+00
NCT00168857,Adverse Event,gengamma,Q,sigma,-3.448e+01
NCT00168857,Adverse Event,gengamma,Q,Q,6.929e+01
NCT00168857,Lost to Follow-up,gengamma,mu,mu,5.258e-06
NCT00168857,Lost to Follow-up,gengamma,mu,sigma,4.745e-09
NCT00168857,Lost to Follow-up,gengamma,mu,Q,5.806e-10
NCT00168857,Lost to Follow-up,gengamma,sigma,mu,4.745e-09
NCT00168857,Lost to Follow-up,gengamma,sigma,sigma,5.252e-06
NCT00168857,Lost to Follow-up,gengamma,sigma,Q,-5.887e-10
NCT00168857,Lost to Follow-up,gengamma,Q,mu,5.806e-10
NCT00168857,Lost to Follow-up,gengamma,Q,sigma,-5.887e-10
NCT00168857,Lost to Follow-up,gengamma,Q,Q,5.258e-06
NCT00168857,Other/Miscellaneous,gengamma,mu,mu,5.722e+00
NCT00168857,Other/Miscellaneous,gengamma,mu,sigma,4.248e-01
NCT00168857,Other/Miscellaneous,gengamma,mu,Q,1.079e+01
NCT00168857,Other/Miscellaneous,gengamma,sigma,mu,4.248e-01
NCT00168857,Other/Miscellaneous,gengamma,sigma,sigma,5.065e-02
NCT00168857,Other/Miscellaneous,gengamma,sigma,Q,5.771e-01
NCT00168857,Other/Miscellaneous,gengamma,Q,mu,1.079e+01
NCT00168857,Other/Miscellaneous,gengamma,Q,sigma,5.771e-01
NCT00168857,Other/Miscellaneous,gengamma,Q,Q,2.500e+01
NCT00168857,Protocol Violation,gengamma,mu,mu,5.010e-01
NCT00168857,Protocol Violation,gengamma,mu,sigma,1.391e+00
NCT00168857,Protocol Violation,gengamma,mu,Q,-2.059e+00
NCT00168857,Protocol Violation,gengamma,sigma,mu,1.391e+00
NCT00168857,Protocol Violation,gengamma,sigma,sigma,1.293e+01
NCT00168857,Protocol Violation,gengamma,sigma,Q,-2.069e+01
NCT00168857,Protocol Violation,gengamma,Q,mu,-2.059e+00
NCT00168857,Protocol Violation,gengamma,Q,sigma,-2.069e+01
NCT00168857,Protocol Violation,gengamma,Q,Q,3.320e+01
NCT00168857,Voluntary Withdrawal,gengamma,mu,mu,3.197e+01
NCT00168857,Voluntary Withdrawal,gengamma,mu,sigma,1.111e+01
NCT00168857,Voluntary Withdrawal,gengamma,mu,Q,-9.876e+00
NCT00168857,Voluntary Withdrawal,gengamma,sigma,mu,1.111e+01
NCT00168857,Voluntary Withdrawal,gengamma,sigma,sigma,3.997e+00
NCT00168857,Voluntary Withdrawal,gengamma,sigma,Q,-3.628e+00
NCT00168857,Voluntary Withdrawal,gengamma,Q,mu,-9.876e+00
NCT00168857,Voluntary Withdrawal,gengamma,Q,sigma,-3.628e+00
NCT00168857,Voluntary Withdrawal,gengamma,Q,Q,3.338e+00
NCT00239421,Adverse Event,gengamma,mu,mu,4.870e+00
NCT00239421,Adverse Event,gengamma,mu,sigma,5.513e-01
NCT00239421,Adverse Event,gengamma,mu,Q,1.611e+01
NCT00239421,Adverse Event,gengamma,sigma,mu,5.513e-01
NCT00239421,Adverse Event,gengamma,sigma,sigma,9.012e-02
NCT00239421,Adverse Event,gengamma,sigma,Q,1.554e+00
NCT00239421,Adverse Event,gengamma,Q,mu,1.611e+01
NCT00239421,Adverse Event,gengamma,Q,sigma,1.554e+00
NCT00239421,Adverse Event,gengamma,Q,Q,5.716e+01
NCT00274014,Adverse Event,gengamma,mu,mu,1.206e+00
NCT00274014,Adverse Event,gengamma,mu,sigma,-1.185e-01
NCT00274014,Adverse Event,gengamma,mu,Q,1.203e+00
NCT00274014,Adverse Event,gengamma,sigma,mu,-1.185e-01
NCT00274014,Adverse Event,gengamma,sigma,sigma,2.334e-02
NCT00274014,Adverse Event,gengamma,sigma,Q,-1.538e-01
NCT00274014,Adverse Event,gengamma,Q,mu,1.203e+00
NCT00274014,Adverse Event,gengamma,Q,sigma,-1.538e-01
NCT00274014,Adverse Event,gengamma,Q,Q,1.321e+00
NCT00274014,Lost to Follow-up,gengamma,mu,mu,2.449e+00
NCT00274014,Lost to Follow-up,gengamma,mu,sigma,1.050e-03
NCT00274014,Lost to Follow-up,gengamma,mu,Q,-5.091e+00
NCT00274014,Lost to Follow-up,gengamma,sigma,mu,1.050e-03
NCT00274014,Lost to Follow-up,gengamma,sigma,sigma,5.561e-07
NCT00274014,Lost to Follow-up,gengamma,sigma,Q,-2.183e-03
NCT00274014,Lost to Follow-up,gengamma,Q,mu,-5.091e+00
NCT00274014,Lost to Follow-up,gengamma,Q,sigma,-2.183e-03
NCT00274014,Lost to Follow-up,gengamma,Q,Q,1.058e+01
NCT00274014,Other/Miscellaneous,gengamma,mu,mu,1.400e-06
NCT00274014,Other/Miscellaneous,gengamma,mu,sigma,1.822e-05
NCT00274014,Other/Miscellaneous,gengamma,mu,Q,1.620e-07
NCT00274014,Other/Miscellaneous,gengamma,sigma,mu,1.822e-05
NCT00274014,Other/Miscellaneous,gengamma,sigma,sigma,2.598e-02
NCT00274014,Other/Miscellaneous,gengamma,sigma,Q,2.310e-04
NCT00274014,Other/Miscellaneous,gengamma,Q,mu,1.620e-07
NCT00274014,Other/Miscellaneous,gengamma,Q,sigma,2.310e-04
NCT00274014,Other/Miscellaneous,gengamma,Q,Q,2.053e-06
NCT00274014,Protocol Violation,gengamma,mu,mu,2.634e+01
NCT00274014,Protocol Violation,gengamma,mu,sigma,7.604e-02
NCT00274014,Protocol Violation,gengamma,mu,Q,3.487e+01
NCT00274014,Protocol Violation,gengamma,sigma,mu,7.604e-02
NCT00274014,Protocol Violation,gengamma,sigma,sigma,2.443e-02
NCT00274014,Protocol Violation,gengamma,sigma,Q,-6.956e-02
NCT00274014,Protocol Violation,gengamma,Q,mu,3.487e+01
NCT00274014,Protocol Violation,gengamma,Q,sigma,-6.956e-02
NCT00274014,Protocol Violation,gengamma,Q,Q,4.754e+01
NCT00274014,Voluntary Withdrawal,gengamma,mu,mu,4.209e+00
NCT00274014,Voluntary Withdrawal,gengamma,mu,sigma,-6.235e-01
NCT00274014,Voluntary Withdrawal,gengamma,mu,Q,4.712e+00
NCT00274014,Voluntary Withdrawal,gengamma,sigma,mu,-6.235e-01
NCT00274014,Voluntary Withdrawal,gengamma,sigma,sigma,1.468e-01
NCT00274014,Voluntary Withdrawal,gengamma,sigma,Q,-8.969e-01
NCT00274014,Voluntary Withdrawal,gengamma,Q,mu,4.712e+00
NCT00274014,Voluntary Withdrawal,gengamma,Q,sigma,-8.969e-01
NCT00274014,Voluntary Withdrawal,gengamma,Q,Q,6.021e+00
NCT00274053,Adverse Event,gengamma,mu,mu,1.659e+00
NCT00274053,Adverse Event,gengamma,mu,sigma,-2.246e-01
NCT00274053,Adverse Event,gengamma,mu,Q,1.945e+00
NCT00274053,Adverse Event,gengamma,sigma,mu,-2.246e-01
NCT00274053,Adverse Event,gengamma,sigma,sigma,6.963e-02
NCT00274053,Adverse Event,gengamma,sigma,Q,-3.903e-01
NCT00274053,Adverse Event,gengamma,Q,mu,1.945e+00
NCT00274053,Adverse Event,gengamma,Q,sigma,-3.903e-01
NCT00274053,Adverse Event,gengamma,Q,Q,2.717e+00
NCT00274053,Other/Miscellaneous,gengamma,mu,mu,6.720e+00
NCT00274053,Other/Miscellaneous,gengamma,mu,sigma,4.706e-01
NCT00274053,Other/Miscellaneous,gengamma,mu,Q,1.408e+01
NCT00274053,Other/Miscellaneous,gengamma,sigma,mu,4.706e-01
NCT00274053,Other/Miscellaneous,gengamma,sigma,sigma,6.189e-02
NCT00274053,Other/Miscellaneous,gengamma,sigma,Q,7.311e-01
NCT00274053,Other/Miscellaneous,gengamma,Q,mu,1.408e+01
NCT00274053,Other/Miscellaneous,gengamma,Q,sigma,7.311e-01
NCT00274053,Other/Miscellaneous,gengamma,Q,Q,3.263e+01
NCT00274053,Protocol Violation,gengamma,mu,mu,7.849e+00
NCT00274053,Protocol Violation,gengamma,mu,sigma,1.343e+00
NCT00274053,Protocol Violation,gengamma,mu,Q,2.496e+01
NCT00274053,Protocol Violation,gengamma,sigma,mu,1.343e+00
NCT00274053,Protocol Violation,gengamma,sigma,sigma,2.465e-01
NCT00274053,Protocol Violation,gengamma,sigma,Q,4.137e+00
NCT00274053,Protocol Violation,gengamma,Q,mu,2.496e+01
NCT00274053,Protocol Violation,gengamma,Q,sigma,4.137e+00
NCT00274053,Protocol Violation,gengamma,Q,Q,8.155e+01
NCT00274053,Voluntary Withdrawal,gengamma,mu,mu,2.381e+00
NCT00274053,Voluntary Withdrawal,gengamma,mu,sigma,1.097e+00
NCT00274053,Voluntary Withdrawal,gengamma,mu,Q,-1.932e+00
NCT00274053,Voluntary Withdrawal,gengamma,sigma,mu,1.097e+00
NCT00274053,Voluntary Withdrawal,gengamma,sigma,sigma,9.065e-01
NCT00274053,Voluntary Withdrawal,gengamma,sigma,Q,-1.877e+00
NCT00274053,Voluntary Withdrawal,gengamma,Q,mu,-1.932e+00
NCT00274053,Voluntary Withdrawal,gengamma,Q,sigma,-1.877e+00
NCT00274053,Voluntary Withdrawal,gengamma,Q,Q,4.011e+00
NCT00274079,Adverse Event,gengamma,mu,mu,7.659e-01
NCT00274079,Adverse Event,gengamma,mu,sigma,-2.502e-01
NCT00274079,Adverse Event,gengamma,mu,Q,1.052e+00
NCT00274079,Adverse Event,gengamma,sigma,mu,-2.502e-01
NCT00274079,Adverse Event,gengamma,sigma,sigma,4.241e-01
NCT00274079,Adverse Event,gengamma,sigma,Q,-1.249e+00
NCT00274079,Adverse Event,gengamma,Q,mu,1.052e+00
NCT00274079,Adverse Event,gengamma,Q,sigma,-1.249e+00
NCT00274079,Adverse Event,gengamma,Q,Q,3.862e+00
NCT00274547,Adverse Event,gengamma,mu,mu,4.903e-02
NCT00274547,Adverse Event,gengamma,mu,sigma,1.613e-02
NCT00274547,Adverse Event,gengamma,mu,Q,-1.205e-02
NCT00274547,Adverse Event,gengamma,sigma,mu,1.613e-02
NCT00274547,Adverse Event,gengamma,sigma,sigma,4.786e-02
NCT00274547,Adverse Event,gengamma,sigma,Q,-9.074e-02
NCT00274547,Adverse Event,gengamma,Q,mu,-1.205e-02
NCT00274547,Adverse Event,gengamma,Q,sigma,-9.074e-02
NCT00274547,Adverse Event,gengamma,Q,Q,1.825e-01
NCT00274547,Lost to Follow-up,gengamma,mu,mu,3.747e-04
NCT00274547,Lost to Follow-up,gengamma,mu,sigma,3.313e-02
NCT00274547,Lost to Follow-up,gengamma,mu,Q,-1.770e-01
NCT00274547,Lost to Follow-up,gengamma,sigma,mu,3.313e-02
NCT00274547,Lost to Follow-up,gengamma,sigma,sigma,2.938e+00
NCT00274547,Lost to Follow-up,gengamma,sigma,Q,-1.568e+01
NCT00274547,Lost to Follow-up,gengamma,Q,mu,-1.770e-01
NCT00274547,Lost to Follow-up,gengamma,Q,sigma,-1.568e+01
NCT00274547,Lost to Follow-up,gengamma,Q,Q,8.376e+01
NCT00274547,Other/Miscellaneous,gengamma,mu,mu,1.783e+00
NCT00274547,Other/Miscellaneous,gengamma,mu,sigma,1.956e-04
NCT00274547,Other/Miscellaneous,gengamma,mu,Q,-5.851e+00
NCT00274547,Other/Miscellaneous,gengamma,sigma,mu,1.956e-04
NCT00274547,Other/Miscellaneous,gengamma,sigma,sigma,2.099e-07
NCT00274547,Other/Miscellaneous,gengamma,sigma,Q,-6.421e-04
NCT00274547,Other/Miscellaneous,gengamma,Q,mu,-5.851e+00
NCT00274547,Other/Miscellaneous,gengamma,Q,sigma,-6.421e-04
NCT00274547,Other/Miscellaneous,gengamma,Q,Q,1.920e+01
NCT00274547,Protocol Violation,gengamma,mu,mu,3.753e-03
NCT00274547,Protocol Violation,gengamma,mu,sigma,-8.399e-03
NCT00274547,Protocol Violation,gengamma,mu,Q,-1.120e-04
NCT00274547,Protocol Violation,gengamma,sigma,mu,-8.399e-03
NCT00274547,Protocol Violation,gengamma,sigma,sigma,1.880e-02
NCT00274547,Protocol Violation,gengamma,sigma,Q,2.506e-04
NCT00274547,Protocol Violation,gengamma,Q,mu,-1.120e-04
NCT00274547,Protocol Violation,gengamma,Q,sigma,2.506e-04
NCT00274547,Protocol Violation,gengamma,Q,Q,3.341e-06
NCT00274547,Voluntary Withdrawal,gengamma,mu,mu,4.151e+00
NCT00274547,Voluntary Withdrawal,gengamma,mu,sigma,-3.083e-01
NCT00274547,Voluntary Withdrawal,gengamma,mu,Q,4.517e+00
NCT00274547,Voluntary Withdrawal,gengamma,sigma,mu,-3.083e-01
NCT00274547,Voluntary Withdrawal,gengamma,sigma,sigma,4.490e-02
NCT00274547,Voluntary Withdrawal,gengamma,sigma,Q,-4.369e-01
NCT00274547,Voluntary Withdrawal,gengamma,Q,mu,4.517e+00
NCT00274547,Voluntary Withdrawal,gengamma,Q,sigma,-4.369e-01
NCT00274547,Voluntary Withdrawal,gengamma,Q,Q,5.404e+00
NCT00274560,Adverse Event,gengamma,mu,mu,6.279e-01
NCT00274560,Adverse Event,gengamma,mu,sigma,-1.401e-01
NCT00274560,Adverse Event,gengamma,mu,Q,6.387e-01
NCT00274560,Adverse Event,gengamma,sigma,mu,-1.401e-01
NCT00274560,Adverse Event,gengamma,sigma,sigma,4.291e-01
NCT00274560,Adverse Event,gengamma,sigma,Q,-1.198e+00
NCT00274560,Adverse Event,gengamma,Q,mu,6.387e-01
NCT00274560,Adverse Event,gengamma,Q,sigma,-1.198e+00
NCT00274560,Adverse Event,gengamma,Q,Q,3.465e+00
NCT00274560,Voluntary Withdrawal,gengamma,mu,mu,3.915e-02
NCT00274560,Voluntary Withdrawal,gengamma,mu,sigma,-9.383e-04
NCT00274560,Voluntary Withdrawal,gengamma,mu,Q,2.117e-01
NCT00274560,Voluntary Withdrawal,gengamma,sigma,mu,-9.383e-04
NCT00274560,Voluntary Withdrawal,gengamma,sigma,sigma,7.697e+01
NCT00274560,Voluntary Withdrawal,gengamma,sigma,Q,-1.735e+04
NCT00274560,Voluntary Withdrawal,gengamma,Q,mu,2.117e-01
NCT00274560,Voluntary Withdrawal,gengamma,Q,sigma,-1.735e+04
NCT00274560,Voluntary Withdrawal,gengamma,Q,Q,3.915e+06
NCT00274573,Adverse Event,gengamma,mu,mu,5.432e-01
NCT00274573,Adverse Event,gengamma,mu,sigma,1.545e-02
NCT00274573,Adverse Event,gengamma,mu,Q,5.171e-01
NCT00274573,Adverse Event,gengamma,sigma,mu,1.545e-02
NCT00274573,Adverse Event,gengamma,sigma,sigma,3.016e-03
NCT00274573,Adverse Event,gengamma,sigma,Q,6.188e-03
NCT00274573,Adverse Event,gengamma,Q,mu,5.171e-01
NCT00274573,Adverse Event,gengamma,Q,sigma,6.188e-03
NCT00274573,Adverse Event,gengamma,Q,Q,5.379e-01
NCT00274573,Other/Miscellaneous,gengamma,mu,mu,1.197e+00
NCT00274573,Other/Miscellaneous,gengamma,mu,sigma,2.570e+00
NCT00274573,Other/Miscellaneous,gengamma,mu,Q,-3.684e+00
NCT00274573,Other/Miscellaneous,gengamma,sigma,mu,2.570e+00
NCT00274573,Other/Miscellaneous,gengamma,sigma,sigma,1.161e+01
NCT00274573,Other/Miscellaneous,gengamma,sigma,Q,-1.755e+01
NCT00274573,Other/Miscellaneous,gengamma,Q,mu,-3.684e+00
NCT00274573,Other/Miscellaneous,gengamma,Q,sigma,-1.755e+01
NCT00274573,Other/Miscellaneous,gengamma,Q,Q,2.660e+01
NCT00274573,Protocol Violation,gengamma,mu,mu,1.003e+01
NCT00274573,Protocol Violation,gengamma,mu,sigma,1.238e-01
NCT00274573,Protocol Violation,gengamma,mu,Q,2.351e+01
NCT00274573,Protocol Violation,gengamma,sigma,mu,1.238e-01
NCT00274573,Protocol Violation,gengamma,sigma,sigma,3.304e-02
NCT00274573,Protocol Violation,gengamma,sigma,Q,-4.595e-02
NCT00274573,Protocol Violation,gengamma,Q,mu,2.351e+01
NCT00274573,Protocol Violation,gengamma,Q,sigma,-4.595e-02
NCT00274573,Protocol Violation,gengamma,Q,Q,5.909e+01
NCT00274573,Voluntary Withdrawal,gengamma,mu,mu,6.104e+00
NCT00274573,Voluntary Withdrawal,gengamma,mu,sigma,2.071e-01
NCT00274573,Voluntary Withdrawal,gengamma,mu,Q,1.241e+01
NCT00274573,Voluntary Withdrawal,gengamma,sigma,mu,2.071e-01
NCT00274573,Voluntary Withdrawal,gengamma,sigma,sigma,2.425e-02
NCT00274573,Voluntary Withdrawal,gengamma,sigma,Q,2.572e-01
NCT00274573,Voluntary Withdrawal,gengamma,Q,mu,1.241e+01
NCT00274573,Voluntary Withdrawal,gengamma,Q,sigma,2.572e-01
NCT00274573,Voluntary Withdrawal,gengamma,Q,Q,2.708e+01
NCT00274599,Adverse Event,gengamma,mu,mu,2.512e+00
NCT00274599,Adverse Event,gengamma,mu,sigma,2.839e-01
NCT00274599,Adverse Event,gengamma,mu,Q,5.713e+00
NCT00274599,Adverse Event,gengamma,sigma,mu,2.839e-01
NCT00274599,Adverse Event,gengamma,sigma,sigma,4.320e-02
NCT00274599,Adverse Event,gengamma,sigma,Q,5.667e-01
NCT00274599,Adverse Event,gengamma,Q,mu,5.713e+00
NCT00274599,Adverse Event,gengamma,Q,sigma,5.667e-01
NCT00274599,Adverse Event,gengamma,Q,Q,1.398e+01
NCT00274599,Lack of Efficacy,gengamma,mu,mu,1.685e-05
NCT00274599,Lack of Efficacy,gengamma,mu,sigma,-1.124e-03
NCT00274599,Lack of Efficacy,gengamma,mu,Q,2.268e-03
NCT00274599,Lack of Efficacy,gengamma,sigma,mu,-1.124e-03
NCT00274599,Lack of Efficacy,gengamma,sigma,sigma,7.494e-02
NCT00274599,Lack of Efficacy,gengamma,sigma,Q,-1.510e-01
NCT00274599,Lack of Efficacy,gengamma,Q,mu,2.268e-03
NCT00274599,Lack of Efficacy,gengamma,Q,sigma,-1.510e-01
NCT00274599,Lack of Efficacy,gengamma,Q,Q,3.154e-01
NCT00274599,Lost to Follow-up,gengamma,mu,mu,2.229e-06
NCT00274599,Lost to Follow-up,gengamma,mu,sigma,-5.310e-04
NCT00274599,Lost to Follow-up,gengamma,mu,Q,1.642e-03
NCT00274599,Lost to Follow-up,gengamma,sigma,mu,-5.310e-04
NCT00274599,Lost to Follow-up,gengamma,sigma,sigma,1.273e-01
NCT00274599,Lost to Follow-up,gengamma,sigma,Q,-3.937e-01
NCT00274599,Lost to Follow-up,gengamma,Q,mu,1.642e-03
NCT00274599,Lost to Follow-up,gengamma,Q,sigma,-3.937e-01
NCT00274599,Lost to Follow-up,gengamma,Q,Q,1.240e+00
NCT00274599,Other/Miscellaneous,gengamma,mu,mu,1.516e+01
NCT00274599,Other/Miscellaneous,gengamma,mu,sigma,1.692e+00
NCT00274599,Other/Miscellaneous,gengamma,mu,Q,4.686e+01
NCT00274599,Other/Miscellaneous,gengamma,sigma,mu,1.692e+00
NCT00274599,Other/Miscellaneous,gengamma,sigma,sigma,2.210e-01
NCT00274599,Other/Miscellaneous,gengamma,sigma,Q,4.754e+00
NCT00274599,Other/Miscellaneous,gengamma,Q,mu,4.686e+01
NCT00274599,Other/Miscellaneous,gengamma,Q,sigma,4.754e+00
NCT00274599,Other/Miscellaneous,gengamma,Q,Q,1.602e+02
NCT00274599,Voluntary Withdrawal,gengamma,mu,mu,1.850e+00
NCT00274599,Voluntary Withdrawal,gengamma,mu,sigma,6.040e+00
NCT00274599,Voluntary Withdrawal,gengamma,mu,Q,-8.381e+00
NCT00274599,Voluntary Withdrawal,gengamma,sigma,mu,6.040e+00
NCT00274599,Voluntary Withdrawal,gengamma,sigma,sigma,2.677e+01
NCT00274599,Voluntary Withdrawal,gengamma,sigma,Q,-3.812e+01
NCT00274599,Voluntary Withdrawal,gengamma,Q,mu,-8.381e+00
NCT00274599,Voluntary Withdrawal,gengamma,Q,sigma,-3.812e+01
NCT00274599,Voluntary Withdrawal,gengamma,Q,Q,5.440e+01
NCT00274612,Adverse Event,gengamma,mu,mu,3.708e-01
NCT00274612,Adverse Event,gengamma,mu,sigma,7.557e-02
NCT00274612,Adverse Event,gengamma,mu,Q,3.588e-02
NCT00274612,Adverse Event,gengamma,sigma,mu,7.557e-02
NCT00274612,Adverse Event,gengamma,sigma,sigma,1.713e-02
NCT00274612,Adverse Event,gengamma,sigma,Q,8.261e-03
NCT00274612,Adverse Event,gengamma,Q,mu,3.588e-02
NCT00274612,Adverse Event,gengamma,Q,sigma,8.261e-03
NCT00274612,Adverse Event,gengamma,Q,Q,3.991e-03
NCT00274612,Lack of Efficacy,gengamma,mu,mu,7.350e-05
NCT00274612,Lack of Efficacy,gengamma,mu,sigma,-2.342e-03
NCT00274612,Lack of Efficacy,gengamma,mu,Q,6.439e-03
NCT00274612,Lack of Efficacy,gengamma,sigma,mu,-2.342e-03
NCT00274612,Lack of Efficacy,gengamma,sigma,sigma,7.462e-02
NCT00274612,Lack of Efficacy,gengamma,sigma,Q,-2.047e-01
NCT00274612,Lack of Efficacy,gengamma,Q,mu,6.439e-03
NCT00274612,Lack of Efficacy,gengamma,Q,sigma,-2.047e-01
NCT00274612,Lack of Efficacy,gengamma,Q,Q,5.797e-01
NCT00274612,Other/Miscellaneous,gengamma,mu,mu,1.084e+01
NCT00274612,Other/Miscellaneous,gengamma,mu,sigma,-9.807e-02
NCT00274612,Other/Miscellaneous,gengamma,mu,Q,2.242e+01
NCT00274612,Other/Miscellaneous,gengamma,sigma,mu,-9.807e-02
NCT00274612,Other/Miscellaneous,gengamma,sigma,sigma,4.034e-02
NCT00274612,Other/Miscellaneous,gengamma,sigma,Q,-4.930e-01
NCT00274612,Other/Miscellaneous,gengamma,Q,mu,2.242e+01
NCT00274612,Other/Miscellaneous,gengamma,Q,sigma,-4.930e-01
NCT00274612,Other/Miscellaneous,gengamma,Q,Q,4.873e+01
NCT00277264,Adverse Event,gengamma,mu,mu,1.307e+03
NCT00277264,Adverse Event,gengamma,mu,sigma,-4.034e+03
NCT00277264,Adverse Event,gengamma,mu,Q,1.099e+04
NCT00277264,Adverse Event,gengamma,sigma,mu,-4.034e+03
NCT00277264,Adverse Event,gengamma,sigma,sigma,1.245e+04
NCT00277264,Adverse Event,gengamma,sigma,Q,-3.392e+04
NCT00277264,Adverse Event,gengamma,Q,mu,1.099e+04
NCT00277264,Adverse Event,gengamma,Q,sigma,-3.392e+04
NCT00277264,Adverse Event,gengamma,Q,Q,9.239e+04
NCT00277264,Other/Miscellaneous,gengamma,mu,mu,7.749e+01
NCT00277264,Other/Miscellaneous,gengamma,mu,sigma,2.194e+01
NCT00277264,Other/Miscellaneous,gengamma,mu,Q,-2.563e+01
NCT00277264,Other/Miscellaneous,gengamma,sigma,mu,2.194e+01
NCT00277264,Other/Miscellaneous,gengamma,sigma,sigma,6.379e+00
NCT00277264,Other/Miscellaneous,gengamma,sigma,Q,-7.566e+00
NCT00277264,Other/Miscellaneous,gengamma,Q,mu,-2.563e+01
NCT00277264,Other/Miscellaneous,gengamma,Q,sigma,-7.566e+00
NCT00277264,Other/Miscellaneous,gengamma,Q,Q,9.057e+00
NCT00277264,Protocol Violation,gengamma,mu,mu,3.496e+01
NCT00277264,Protocol Violation,gengamma,mu,sigma,-5.576e-01
NCT00277264,Protocol Violation,gengamma,mu,Q,4.122e+01
NCT00277264,Protocol Violation,gengamma,sigma,mu,-5.576e-01
NCT00277264,Protocol Violation,gengamma,sigma,sigma,6.421e-02
